userHasProfilPic,userFollowingCount,usernameDigitCount,userIsPrivate,userFollowerCount,isFake
1,0.2583700146725357,0,1,0.005565449688334817,1
1,0.5498199279711884,4,0,0.07212822796081923,1
0,0.05322128851540616,3,0,0.0033392698130008903,1
1,0.01427237561691343,1,0,0.0031166518254674975,1
1,0.6203814859277044,0,0,0.05877114870881567,1
1,0.19607843137254902,4,1,0.0073463935886019585,1
1,0.6513271975456849,0,0,0.09349955476402493,1
1,0.8886221155128717,0,0,0.09839715048975957,1
1,0.9999999999999999,3,0,0.18165627782724844,1
1,0.8844871281846071,3,1,0.033392698130008905,1
1,0.9606509270374816,2,1,0.05231522707034728,1
1,0.1811391223155929,3,0,0.022039180765805876,1
0,0.880752300920368,0,1,0.013134461264470168,1
1,0.023876217153528077,0,0,0.0008904719501335708,1
0,0.13632119514472454,3,0,0.008682101513802314,1
0,0.003067893824196345,0,0,0.0017809439002671415,1
0,0.04855275443510737,0,0,0.13846838824577026,1
0,0.027611044417767103,0,0,0.00823686553873553,1
0,0.03254635187408297,0,0,0.014692787177203917,1
1,0.000533546752034147,2,0,0.007123775601068566,1
1,0.04721888755502201,4,1,0.006010685663401603,1
0,0.014138988928904894,3,0,0.010463045414069456,1
0,0.018140589569160995,2,1,0.005565449688334817,1
0,0.03241296518607443,0,1,0.0011130899376669634,1
0,0.11311191143123915,4,1,0.0,1
1,0.8020541549953314,1,0,0.051647373107747106,1
1,0.0718954248366013,0,0,0.1188780053428317,1
0,0.001067093504068294,0,0,0.0002226179875333927,1
1,0.01680672268907563,0,1,0.0,1
1,0.01027077497665733,4,0,0.0011130899376669634,1
0,0.0008003201280512204,7,1,0.0,1
1,0.24596505268774174,0,1,0.017809439002671415,1
1,0.11351207149526477,0,0,0.019367764915405164,1
1,0.2138188608776844,0,0,0.006455921638468388,1
1,0.23329331732693076,4,0,0.054986642920747994,1
0,0.3026543950913699,0,1,0.06455921638468388,1
1,0.36294517807122845,0,1,0.0026714158504007124,1
0,0.33626784046952113,2,0,0.010240427426536063,1
0,0.263171935440843,1,1,0.0004452359750667854,1
1,0.18127250900360142,0,0,0.0017809439002671415,1
0,0.2673069227691076,2,1,0.008014247551202136,1
1,0.2643724156329198,3,0,0.00823686553873553,1
1,0.13231959450446845,4,0,0.013579697239536954,1
1,0.9072962518340669,0,0,0.02337488869100623,1
0,0.9943977591036414,0,1,0.13512911843276937,1
1,0.23009203681472587,4,1,0.0031166518254674975,1
0,0.4771241830065359,1,0,0.015360641139804097,1
0,0.255969054288382,0,0,0.00578806767586821,1
1,0.2280912364945978,3,0,0.0026714158504007124,1
0,0.18367346938775508,5,0,0.0026714158504007124,1
1,0.43230625583566756,2,1,0.011353517364203028,1
1,0.22795784980658929,2,1,0.0017809439002671415,1
1,0.26663998932906496,0,0,0.11442564559216384,1
0,0.1898092570361478,0,0,0.02315227070347284,1
1,0.2683740162731759,2,1,0.018477292965271595,1
1,0.18327330932372948,1,1,0.015360641139804097,1
1,0.335734293717487,2,0,0.06277827248441674,1
1,0.3333333333333333,4,0,0.010908281389136241,1
1,0.4480458850206749,1,0,0.0031166518254674975,1
0,0.39842603708149926,0,0,0.010908281389136241,1
0,0.47258903561424564,1,0,0.004452359750667854,1
1,0.30919034280378815,4,0,0.01402493321460374,1
1,0.1285847672402294,0,0,0.0011130899376669634,1
1,0.11017740429505135,4,0,0.012911843276936777,1
0,0.21501934106976123,4,1,0.024487978628673197,1
1,0.12618380685607575,1,0,0.004674977738201247,1
1,0.08790182739762571,0,0,0.0033392698130008903,1
1,0.10097372282246231,3,0,0.0004452359750667854,1
1,0.1862078164599173,2,1,0.027827248441674085,1
1,0.41163131919434437,0,0,0.0031166518254674975,1
1,0.11778044551153793,1,0,0.0008904719501335708,1
1,0.25316793384020275,2,1,0.0024487978628673196,1
0,0.2549019607843137,5,0,0.7141585040071238,1
1,0.3352007469654528,0,1,0.0,1
1,0.18820861678004533,0,1,0.027604630454140695,1
0,0.36974789915966383,2,1,0.09817453250222617,1
0,0.23582766439909295,4,0,0.002226179875333927,1
0,0.16393223956249164,0,1,0.0031166518254674975,1
0,0.32986527944511135,0,0,0.003561887800534283,1
0,0.35560891023075897,2,1,0.004897595725734639,1
1,0.33386688008536747,4,0,0.005342831700801425,1
0,0.3295985060690943,3,0,0.007123775601068566,1
0,0.044284380418834195,1,0,0.022707034728406055,1
1,0.08269974656529278,0,1,0.011798753339269812,1
0,0.23609443777511002,0,0,0.002003561887800534,1
0,0.3093237294917967,3,0,0.0026714158504007124,1
0,0.28224623182606373,2,0,0.0015583259127337488,1
1,0.33066559957316255,0,0,0.01157613535173642,1
1,0.24049619847939174,0,0,0.0031166518254674975,1
1,0.17740429505135386,3,0,0.004897595725734639,1
0,0.20621581966119779,0,0,0.0008904719501335708,1
0,0.28438041883420034,0,0,0.012911843276936777,1
1,0.2719754568494064,4,0,0.0017809439002671415,1
0,0.5343470721621981,0,0,0.004897595725734639,1
0,0.5267440309457115,2,0,0.0033392698130008903,1
0,0.4535147392290249,2,0,0.00578806767586821,1
1,0.5230092036814725,2,0,0.007123775601068566,1
0,0.9547819127651059,1,0,0.007569011576135352,1
1,0.5334133653461384,0,1,0.010463045414069456,1
0,0.02280912364945978,0,1,0.036064113980409616,1
1,0.2987861811391223,1,0,0.1431433659839715,1
1,0.3183940242763772,2,0,0.03272484416740873,1
0,0.6163798852874482,4,0,0.007791629563668744,1
0,0.6238495398159263,3,0,0.0024487978628673196,1
1,0.6154461784713885,0,0,0.01157613535173642,1
1,0.6846738695478191,8,0,0.0073463935886019585,1
0,0.68093904228358,5,0,0.006455921638468388,1
1,0.1281846071762038,5,0,0.0013357079252003562,1
1,0.02534347072162198,0,0,0.014247551202137132,1
0,0.23222622382286245,0,0,0.004007123775601068,1
1,0.8999599839935973,0,0,0.036286731967943006,1
1,0.02414299052954515,3,0,0.0013357079252003562,1
1,0.1732693077230892,0,0,0.003784505788067676,1
0,0.035480859010270774,2,0,0.003561887800534283,1
1,0.1593970921702014,0,0,0.03406055209260908,1
0,0.22382286247832464,5,0,0.008459483526268923,1
1,0.28104575163398693,0,0,0.21349065004452358,1
1,0.22969187675070027,5,1,0.024265360641139804,1
1,0.239562491663332,0,1,0.028717720391807658,1
1,0.3405362144857943,0,0,0.007791629563668744,1
0,0.11551287181539281,0,1,0.0013357079252003562,1
1,0.5396825396825397,5,0,0.004229741763134461,1
1,0.12511671335200747,0,0,0.007569011576135352,1
1,0.5139389088968921,4,0,0.10997328584149599,1
